rank,symbol,score,status,conf%,pumptime,age,num_triggers,triggers
3,ETH/USDT,5,Watch,40,15m,20,5,CCI_5m=-196.9 ADX_1h=38.3 ADX_4h=29.9 CCI_4h=122.1 ROC_4h=9.6
4,AVAX/USDT,4,Watch,32,15m,20,4,CCI_5m=-101.3 ADX_4h=25.4 CCI_4h=116.3 ROC_4h=5.0
5,PEPE/USDT,3,Weak,24,15m,20,3,ADX_1h=35.8 ADX_4h=30.7 ROC_4h=9.2
6,BTC/USDT,2,Weak,16,15m,20,2,ADX_1h=29.1 ADX_4h=28.9
7,DOGE/USDT,2,Weak,16,15m,20,2,CCI_4h=114.3 ROC_4h=5.5
1,LAUNCHCOIN/USDT,10,🔥 HOT,80,15m,21,10,ADX_5m=34.0 WilliamsR_5m=-97.8 ROC_5m=-5.8 ADX_15m=43.2 WilliamsR_15m=-82.8 ADX_1h=36.2 ROC_1h=16.0 ADX_4h=33.5 CCI_4h=213.2 ROC_4h=42.3
2,UNI/USDT,8,🚀 Pump,64,15m,21,8,ADX_15m=28.8 RSI_1h=83.8 ADX_1h=68.5 ROC_1h=14.1 RSI_4h=88.6 ADX_4h=37.0 CCI_4h=172.4 ROC_4h=31.2
3,ETH/USDT,5,Watch,40,15m,21,5,CCI_5m=-193.5 ADX_1h=38.3 ADX_4h=29.9 CCI_4h=122.6 ROC_4h=9.7
4,AVAX/USDT,3,Weak,24,15m,21,3,ADX_4h=25.4 CCI_4h=117.7 ROC_4h=5.2
5,PEPE/USDT,3,Weak,24,15m,21,3,ADX_1h=35.8 ADX_4h=30.7 ROC_4h=9.8
6,BTC/USDT,2,Weak,16,15m,21,2,ADX_1h=29.1 ADX_4h=28.9
7,DOGE/USDT,2,Weak,16,15m,21,2,CCI_4h=115.2 ROC_4h=5.6
1,LAUNCHCOIN/USDT,11,🔥 HOT,88,15m,22,11,ADX_5m=33.9 WilliamsR_5m=-95.1 ROC_5m=-5.6 ADX_15m=43.2 WilliamsR_15m=-81.2 ADX_1h=36.2 CCI_1h=100.5 ROC_1h=16.3 ADX_4h=33.5 CCI_4h=213.7 ROC_4h=42.6
2,UNI/USDT,8,🚀 Pump,64,15m,22,8,ADX_15m=28.8 RSI_1h=83.9 ADX_1h=68.5 ROC_1h=14.1 RSI_4h=88.6 ADX_4h=37.0 CCI_4h=172.5 ROC_4h=31.2
3,ETH/USDT,5,Watch,40,15m,22,5,CCI_5m=-212.0 ADX_1h=38.3 ADX_4h=29.9 CCI_4h=121.5 ROC_4h=9.5
4,AVAX/USDT,3,Weak,24,15m,22,3,WilliamsR_5m=-82.8 ADX_4h=25.4 CCI_4h=115.0
5,PEPE/USDT,3,Weak,24,15m,22,3,ADX_1h=35.8 ADX_4h=30.7 ROC_4h=9.3
6,BTC/USDT,2,Weak,16,15m,22,2,ADX_1h=29.1 ADX_4h=28.9
7,DOGE/USDT,2,Weak,16,15m,22,2,CCI_4h=113.2 ROC_4h=5.3
1,LAUNCHCOIN/USDT,10,🔥 HOT,80,15m,23,10,ADX_5m=33.8 WilliamsR_5m=-89.2 ROC_5m=-5.1 ADX_15m=43.2 ADX_1h=36.2 CCI_1h=101.9 ROC_1h=16.9 ADX_4h=33.5 CCI_4h=215.0 ROC_4h=43.3
2,UNI/USDT,8,🚀 Pump,64,15m,23,8,ADX_15m=28.8 RSI_1h=83.6 ADX_1h=68.5 ROC_1h=14.0 RSI_4h=88.6 ADX_4h=37.0 CCI_4h=172.4 ROC_4h=31.2
3,ETH/USDT,5,Watch,40,15m,23,5,CCI_5m=-196.3 ADX_1h=38.3 ADX_4h=29.9 CCI_4h=122.0 ROC_4h=9.6
4,AVAX/USDT,3,Weak,24,15m,23,3,ADX_4h=25.4 CCI_4h=117.0 ROC_4h=5.1
5,PEPE/USDT,3,Weak,24,15m,23,3,ADX_1h=35.8 ADX_4h=30.7 ROC_4h=9.6
6,BTC/USDT,2,Weak,16,15m,23,2,ADX_1h=29.1 ADX_4h=28.9
7,DOGE/USDT,2,Weak,16,15m,23,2,CCI_4h=114.3 ROC_4h=5.5
1,LAUNCHCOIN/USDT,9,🚀 Pump,72,15m,24,9,ADX_5m=33.3 WilliamsR_5m=-92.8 ADX_15m=43.2 ADX_1h=36.2 CCI_1h=101.5 ROC_1h=16.7 ADX_4h=33.5 CCI_4h=214.7 ROC_4h=43.1
2,UNI/USDT,8,🚀 Pump,64,15m,24,8,ADX_15m=28.8 RSI_1h=83.6 ADX_1h=68.5 ROC_1h=14.0 RSI_4h=88.6 ADX_4h=37.0 CCI_4h=172.4 ROC_4h=31.2
3,ETH/USDT,5,Watch,40,15m,24,5,CCI_5m=-178.8 ADX_1h=38.3 ADX_4h=29.9 CCI_4h=122.3 ROC_4h=9.6
4,AVAX/USDT,3,Weak,24,15m,24,3,ADX_4h=25.4 CCI_4h=117.7 ROC_4h=5.2
5,PEPE/USDT,3,Weak,24,15m,24,3,ADX_1h=35.8 ADX_4h=30.7 ROC_4h=9.8
6,BTC/USDT,2,Weak,16,15m,24,2,ADX_1h=29.1 ADX_4h=28.9
7,DOGE/USDT,2,Weak,16,15m,24,2,CCI_4h=114.9 ROC_4h=5.6
1,LAUNCHCOIN/USDT,9,🚀 Pump,72,15m,25,9,ADX_5m=33.2 WilliamsR_5m=-85.0 ADX_15m=43.2 ADX_1h=36.2 CCI_1h=102.6 ROC_1h=17.1 ADX_4h=33.5 CCI_4h=215.6 ROC_4h=43.6
2,UNI/USDT,8,🚀 Pump,64,15m,25,8,ADX_15m=28.8 RSI_1h=87.0 ADX_1h=68.5 ROC_1h=14.6 RSI_4h=88.8 ADX_4h=37.0 CCI_4h=173.6 ROC_4h=31.8
3,ETH/USDT,5,Watch,40,15m,25,5,ADX_1h=38.3 RSI_4h=70.9 ADX_4h=29.9 CCI_4h=125.1 ROC_4h=10.2
4,AVAX/USDT,4,Watch,32,15m,25,4,CCI_1h=100.8 ADX_4h=25.4 CCI_4h=121.1 ROC_4h=5.7
5,BTC/USDT,3,Weak,24,15m,25,3,ADX_1h=29.1 CCI_1h=105.6 ADX_4h=28.9
6,PEPE/USDT,3,Weak,24,15m,25,3,ADX_1h=35.8 ADX_4h=30.7 ROC_4h=10.3
7,DOGE/USDT,2,Weak,16,15m,25,2,CCI_4h=117.6 ROC_4h=5.9
1,LAUNCHCOIN/USDT,10,🔥 HOT,80,15m,26,10,ADX_5m=32.2 WilliamsR_5m=-82.4 ADX_15m=41.8 WilliamsR_15m=-87.2 ADX_1h=36.2 CCI_1h=102.7 ROC_1h=17.2 ADX_4h=33.5 CCI_4h=215.7 ROC_4h=43.7
2,UNI/USDT,8,🚀 Pump,64,15m,26,8,ADX_15m=27.8 RSI_1h=85.9 ADX_1h=68.5 ROC_1h=14.4 RSI_4h=88.7 ADX_4h=37.0 CCI_4h=173.1 ROC_4h=31.5
3,ETH/USDT,5,Watch,40,15m,26,5,ADX_1h=38.3 RSI_4h=70.2 ADX_4h=29.9 CCI_4h=124.3 ROC_4h=10.0
4,BTC/USDT,3,Weak,24,15m,26,3,ADX_1h=29.1 CCI_1h=102.9 ADX_4h=28.9
5,AVAX/USDT,3,Weak,24,15m,26,3,ADX_4h=25.4 CCI_4h=119.0 ROC_4h=5.4
6,PEPE/USDT,3,Weak,24,15m,26,3,ADX_1h=35.8 ADX_4h=30.7 ROC_4h=9.9
7,DOGE/USDT,2,Weak,16,15m,26,2,CCI_4h=115.7 ROC_4h=5.7
1,LAUNCHCOIN/USDT,9,🚀 Pump,72,15m,27,9,ADX_5m=32.2 ADX_15m=41.8 WilliamsR_15m=-85.7 ADX_1h=36.2 CCI_1h=103.2 ROC_1h=17.4 ADX_4h=33.5 CCI_4h=216.1 ROC_4h=43.9
2,UNI/USDT,8,🚀 Pump,64,15m,27,8,ADX_15m=27.8 RSI_1h=86.9 ADX_1h=68.5 ROC_1h=14.6 RSI_4h=88.8 ADX_4h=37.0 CCI_4h=173.6 ROC_4h=31.8
3,ETH/USDT,5,Watch,40,15m,27,5,ADX_1h=38.3 RSI_4h=70.3 ADX_4h=29.9 CCI_4h=124.4 ROC_4h=10.0
4,AVAX/USDT,4,Watch,32,15m,27,4,CCI_5m=101.0 ADX_4h=25.4 CCI_4h=119.7 ROC_4h=5.5
5,BTC/USDT,3,Weak,24,15m,27,3,ADX_1h=29.1 CCI_1h=107.0 ADX_4h=28.9
6,PEPE/USDT,3,Weak,24,15m,27,3,ADX_1h=35.8 ADX_4h=30.7 ROC_4h=9.9
7,DOGE/USDT,2,Weak,16,15m,27,2,CCI_4h=115.5 ROC_4h=5.6
1,LAUNCHCOIN/USDT,9,🚀 Pump,72,15m,28,9,ADX_5m=31.3 ADX_15m=41.8 WilliamsR_15m=-85.0 ADX_1h=36.2 CCI_1h=103.4 ROC_1h=17.5 ADX_4h=33.5 CCI_4h=216.4 ROC_4h=44.1
2,UNI/USDT,8,🚀 Pump,64,15m,28,8,ADX_15m=27.8 RSI_1h=86.4 ADX_1h=68.5 ROC_1h=14.5 RSI_4h=88.8 ADX_4h=37.0 CCI_4h=173.4 ROC_4h=31.7
3,ETH/USDT,6,Watch,48,15m,28,6,RSI_1h=70.1 ADX_1h=38.3 RSI_4h=70.9 ADX_4h=29.9 CCI_4h=125.0 ROC_4h=10.2
4,AVAX/USDT,5,Watch,40,15m,28,5,CCI_5m=120.4 CCI_1h=100.8 ADX_4h=25.4 CCI_4h=120.7 ROC_4h=5.7
5,BTC/USDT,3,Weak,24,15m,28,3,ADX_1h=29.1 CCI_1h=107.2 ADX_4h=28.9
6,PEPE/USDT,3,Weak,24,15m,28,3,ADX_1h=35.8 ADX_4h=30.7 ROC_4h=10.2
7,DOGE/USDT,2,Weak,16,15m,28,2,CCI_4h=116.0 ROC_4h=5.7
1,UNI/USDT,10,🔥 HOT,80,15m,29,10,CCI_5m=178.5 ADX_15m=28.2 CCI_15m=119.2 RSI_1h=88.4 ADX_1h=68.5 ROC_1h=15.1 RSI_4h=89.0 ADX_4h=37.0 CCI_4h=175.2 ROC_4h=32.4
2,LAUNCHCOIN/USDT,9,🚀 Pump,72,15m,29,9,ADX_5m=30.9 ADX_15m=41.9 WilliamsR_15m=-81.0 ADX_1h=36.2 CCI_1h=104.8 ROC_1h=18.0 ADX_4h=33.5 CCI_4h=217.6 ROC_4h=44.7
3,ETH/USDT,7,🚀 Pump,56,15m,29,7,CCI_5m=155.5 RSI_1h=72.7 ADX_1h=38.3 RSI_4h=71.8 ADX_4h=29.9 CCI_4h=126.1 ROC_4h=10.4
4,AVAX/USDT,4,Watch,32,15m,29,4,CCI_5m=129.6 ADX_4h=25.4 CCI_4h=119.4 ROC_4h=5.5
5,BTC/USDT,3,Weak,24,15m,29,3,ADX_1h=29.1 CCI_1h=104.7 ADX_4h=28.9
6,PEPE/USDT,3,Weak,24,15m,29,3,ADX_1h=35.8 ADX_4h=30.7 ROC_4h=9.8
7,DOGE/USDT,2,Weak,16,15m,29,2,CCI_4h=115.1 ROC_4h=5.6
1,UNI/USDT,10,🔥 HOT,80,15m,30,10,CCI_5m=134.3 ADX_15m=28.2 CCI_15m=106.9 RSI_1h=87.7 ADX_1h=68.5 ROC_1h=14.7 RSI_4h=88.9 ADX_4h=37.0 CCI_4h=174.4 ROC_4h=31.9
2,LAUNCHCOIN/USDT,9,🚀 Pump,72,15m,30,9,ADX_5m=30.9 ADX_15m=41.9 WilliamsR_15m=-86.8 ADX_1h=36.2 CCI_1h=102.8 ROC_1h=17.2 ADX_4h=33.5 CCI_4h=215.8 ROC_4h=43.8
3,ETH/USDT,6,Watch,48,15m,30,6,RSI_1h=70.9 ADX_1h=38.3 RSI_4h=71.3 ADX_4h=29.9 CCI_4h=125.5 ROC_4h=10.3
4,AVAX/USDT,5,Watch,40,15m,30,5,CCI_5m=156.4 CCI_1h=102.9 ADX_4h=25.4 CCI_4h=122.1 ROC_4h=5.8
5,BTC/USDT,3,Weak,24,15m,30,3,ADX_1h=29.1 CCI_1h=110.4 ADX_4h=28.9
6,PEPE/USDT,3,Weak,24,15m,30,3,ADX_1h=35.8 ADX_4h=30.7 ROC_4h=10.0
7,DOGE/USDT,2,Weak,16,15m,30,2,CCI_4h=117.1 ROC_4h=5.8
1,UNI/USDT,10,🔥 HOT,80,15m,0,10,CCI_5m=141.1 ADX_15m=27.9 CCI_15m=117.1 RSI_1h=88.2 ADX_1h=68.6 ROC_1h=14.9 RSI_4h=89.0 ADX_4h=37.0 CCI_4h=175.1 ROC_4h=32.2
2,LINK/USDT,9,🚀 Pump,72,15m,0,9,CCI_5m=174.8 ADX_15m=27.0 CCI_15m=109.7 RSI_1h=70.8 ADX_1h=49.1 RSI_4h=78.1 ADX_4h=27.5 CCI_4h=156.6 ROC_4h=11.4
3,AAVE/USDT,8,🚀 Pump,64,15m,0,8,CCI_5m=136.6 CCI_15m=154.3 RSI_1h=74.5 ADX_1h=66.9 RSI_4h=77.4 ADX_4h=37.0 CCI_4h=126.6 ROC_4h=21.6
4,AXL/USDT,8,🚀 Pump,64,15m,0,8,ADX_5m=38.1 CCI_15m=-101.5 ADX_1h=46.6 WilliamsR_1h=-85.3 ROC_1h=-10.4 ADX_4h=39.4 CCI_4h=120.3 ROC_4h=58.7
5,ETH/USDT,7,🚀 Pump,56,15m,0,7,CCI_5m=155.5 RSI_1h=73.1 ADX_1h=38.3 RSI_4h=72.1 ADX_4h=29.9 CCI_4h=126.4 ROC_4h=10.4
6,SOL/USDT,7,🚀 Pump,56,15m,0,7,WilliamsR_5m=-86.1 ADX_15m=36.0 ADX_1h=27.1 CCI_1h=169.7 ADX_4h=26.8 CCI_4h=153.7 ROC_4h=7.3
7,NEIRO/USDT,7,🚀 Pump,56,15m,0,7,WilliamsR_5m=-84.4 WilliamsR_15m=-88.7 ADX_1h=63.8 RSI_4h=74.3 ADX_4h=30.1 CCI_4h=142.0 ROC_4h=22.8
8,FDUSD/USDT,6,Watch,48,15m,0,6,ADX_5m=49.3 ADX_15m=47.2 ADX_1h=36.2 CCI_1h=143.3 ADX_4h=27.6 CCI_4h=148.8
9,ENA/USDT,6,Watch,48,15m,0,6,ADX_5m=26.3 ADX_1h=35.2 ROC_1h=5.8 ADX_4h=35.6 CCI_4h=138.0 ROC_4h=13.9
10,BNB/USDT,5,Watch,40,15m,0,5,ADX_5m=26.3 WilliamsR_5m=-83.8 ADX_15m=26.0 CCI_1h=172.4 CCI_4h=147.2
11,AVAX/USDT,5,Watch,40,15m,0,5,CCI_5m=121.5 CCI_1h=100.8 ADX_4h=25.4 CCI_4h=120.7 ROC_4h=5.7
12,USDC/USDT,4,Watch,32,15m,0,4,ADX_5m=37.2 ADX_15m=36.9 ADX_1h=36.9 CCI_4h=201.4
13,BTC/USDT,3,Weak,24,15m,0,3,ADX_1h=29.1 CCI_1h=103.2 ADX_4h=28.9
14,PEPE/USDT,3,Weak,24,15m,0,3,ADX_1h=35.8 ADX_4h=30.7 ROC_4h=9.7
15,SUI/USDT,3,Weak,24,15m,0,3,ADX_1h=29.6 ADX_4h=29.7 ROC_4h=7.4
16,TRX/USDT,3,Weak,24,15m,0,3,ADX_1h=33.4 ADX_4h=44.7 CCI_4h=139.5
17,WIF/USDT,3,Weak,24,15m,0,3,ADX_1h=41.8 ADX_4h=34.6 ROC_4h=13.4
18,DOGE/USDT,2,Weak,16,15m,0,2,CCI_4h=115.6 ROC_4h=5.6
19,ADA/USDT,2,Weak,16,15m,0,2,CCI_4h=119.3 ROC_4h=5.9
20,XRP/USDT,0,N/A,0,15m,0,0,
1,UNI/USDT,9,🚀 Pump,72,15m,1,9,ADX_15m=27.9 CCI_15m=110.3 RSI_1h=88.1 ADX_1h=68.6 ROC_1h=14.9 RSI_4h=88.9 ADX_4h=37.0 CCI_4h=174.8 ROC_4h=32.0
2,AXL/USDT,8,🚀 Pump,64,15m,1,8,ADX_5m=38.6 CCI_15m=-102.0 ADX_1h=46.6 WilliamsR_1h=-85.5 ROC_1h=-10.4 ADX_4h=39.4 CCI_4h=120.2 ROC_4h=58.6
3,ETH/USDT,7,🚀 Pump,56,15m,1,7,CCI_5m=122.4 RSI_1h=73.5 ADX_1h=38.3 RSI_4h=72.2 ADX_4h=29.9 CCI_4h=126.6 ROC_4h=10.5
4,SOL/USDT,7,🚀 Pump,56,15m,1,7,WilliamsR_5m=-87.3 ADX_15m=36.0 ADX_1h=27.1 CCI_1h=169.5 ADX_4h=26.8 CCI_4h=153.5 ROC_4h=7.3
5,AAVE/USDT,7,🚀 Pump,56,15m,1,7,CCI_15m=138.0 RSI_1h=73.9 ADX_1h=66.9 RSI_4h=77.2 ADX_4h=37.0 CCI_4h=125.9 ROC_4h=21.3
6,NEIRO/USDT,7,🚀 Pump,56,15m,1,7,WilliamsR_5m=-90.4 WilliamsR_15m=-93.2 ADX_1h=63.8 RSI_4h=73.9 ADX_4h=30.1 CCI_4h=141.6 ROC_4h=22.7
7,FDUSD/USDT,6,Watch,48,15m,1,6,ADX_5m=48.0 ADX_15m=47.2 ADX_1h=36.2 CCI_1h=157.8 ADX_4h=27.6 CCI_4h=139.0
8,ENA/USDT,6,Watch,48,15m,1,6,ADX_5m=26.2 ADX_1h=35.2 ROC_1h=5.7 ADX_4h=35.6 CCI_4h=137.1 ROC_4h=13.7
9,LINK/USDT,6,Watch,48,15m,1,6,ADX_15m=27.0 ADX_1h=49.1 RSI_4h=77.4 ADX_4h=27.5 CCI_4h=155.1 ROC_4h=11.1
10,USDC/USDT,5,Watch,40,15m,1,5,ADX_5m=37.3 ADX_15m=36.9 ADX_1h=36.9 CCI_1h=117.9 CCI_4h=182.9
11,BNB/USDT,4,Watch,32,15m,1,4,WilliamsR_5m=-95.2 ADX_15m=26.0 CCI_1h=169.7 CCI_4h=146.0
12,WIF/USDT,4,Watch,32,15m,1,4,ADX_1h=41.8 WilliamsR_1h=-82.2 ADX_4h=34.6 ROC_4h=12.9
13,BTC/USDT,3,Weak,24,15m,1,3,ADX_1h=29.1 CCI_1h=107.9 ADX_4h=28.9
14,PEPE/USDT,3,Weak,24,15m,1,3,ADX_1h=35.8 ADX_4h=30.7 ROC_4h=9.7
15,SUI/USDT,3,Weak,24,15m,1,3,ADX_1h=29.6 ADX_4h=29.7 ROC_4h=7.2
16,TRX/USDT,3,Weak,24,15m,1,3,ADX_1h=33.4 ADX_4h=44.7 CCI_4h=137.9
17,AVAX/USDT,3,Weak,24,15m,1,3,ADX_4h=25.4 CCI_4h=118.7 ROC_4h=5.4
18,DOGE/USDT,2,Weak,16,15m,1,2,CCI_4h=114.3 ROC_4h=5.5
19,ADA/USDT,2,Weak,16,15m,1,2,CCI_4h=117.1 ROC_4h=5.6
20,XRP/USDT,0,N/A,0,15m,1,0,
1,UNI/USDT,10,🔥 HOT,80,15m,2,10,CCI_5m=154.9 ADX_15m=27.9 CCI_15m=120.1 RSI_1h=88.4 ADX_1h=68.6 ROC_1h=15.2 RSI_4h=89.1 ADX_4h=37.0 CCI_4h=175.7 ROC_4h=32.5
2,AXL/USDT,9,🚀 Pump,72,15m,2,9,ADX_5m=39.0 CCI_15m=-104.3 ROC_15m=-5.2 ADX_1h=46.6 WilliamsR_1h=-86.8 ROC_1h=-10.7 ADX_4h=39.4 CCI_4h=119.8 ROC_4h=58.1
3,NEIRO/USDT,8,🚀 Pump,64,15m,2,8,CCI_5m=-100.3 WilliamsR_5m=-86.9 WilliamsR_15m=-90.6 ADX_1h=63.8 RSI_4h=74.1 ADX_4h=30.1 CCI_4h=141.8 ROC_4h=22.8
4,USDC/USDT,7,🚀 Pump,56,15m,2,7,ADX_5m=37.3 CCI_5m=-111.1 WilliamsR_5m=-100.0 ADX_15m=36.9 ADX_1h=36.9 CCI_1h=117.9 CCI_4h=201.4
5,SOL/USDT,7,🚀 Pump,56,15m,2,7,WilliamsR_5m=-80.6 ADX_15m=35.8 ADX_1h=27.1 CCI_1h=168.8 ADX_4h=26.8 CCI_4h=153.9 ROC_4h=7.3
6,AAVE/USDT,7,🚀 Pump,56,15m,2,7,CCI_15m=138.6 RSI_1h=74.1 ADX_1h=66.9 RSI_4h=77.3 ADX_4h=37.0 CCI_4h=126.2 ROC_4h=21.4
7,LINK/USDT,7,🚀 Pump,56,15m,2,7,ADX_15m=27.0 RSI_1h=70.2 ADX_1h=49.1 RSI_4h=77.8 ADX_4h=27.5 CCI_4h=155.5 ROC_4h=11.2
8,ETH/USDT,6,Watch,48,15m,2,6,RSI_1h=72.7 ADX_1h=38.3 RSI_4h=71.9 ADX_4h=29.9 CCI_4h=126.2 ROC_4h=10.4
9,FDUSD/USDT,6,Watch,48,15m,2,6,ADX_5m=48.0 ADX_15m=47.2 ADX_1h=36.2 CCI_1h=143.3 ADX_4h=27.6 CCI_4h=139.0
10,ENA/USDT,6,Watch,48,15m,2,6,ADX_5m=25.8 ADX_1h=35.2 ROC_1h=5.7 ADX_4h=35.6 CCI_4h=137.3 ROC_4h=13.8
11,BNB/USDT,5,Watch,40,15m,2,5,CCI_5m=-119.6 WilliamsR_5m=-100.0 ADX_15m=25.5 CCI_1h=162.2 CCI_4h=144.3
12,WIF/USDT,5,Watch,40,15m,2,5,CCI_5m=-121.9 ADX_1h=41.8 WilliamsR_1h=-82.2 ADX_4h=34.6 ROC_4h=12.9
13,BTC/USDT,3,Weak,24,15m,2,3,ADX_1h=29.1 CCI_1h=105.0 ADX_4h=28.9
14,PEPE/USDT,3,Weak,24,15m,2,3,ADX_1h=35.8 ADX_4h=30.7 ROC_4h=9.6
15,SUI/USDT,3,Weak,24,15m,2,3,ADX_1h=29.6 ADX_4h=29.7 ROC_4h=7.3
16,TRX/USDT,3,Weak,24,15m,2,3,ADX_1h=33.4 ADX_4h=44.7 CCI_4h=136.3
17,AVAX/USDT,3,Weak,24,15m,2,3,ADX_4h=25.4 CCI_4h=120.1 ROC_4h=5.6
18,DOGE/USDT,2,Weak,16,15m,2,2,CCI_4h=114.3 ROC_4h=5.5
19,ADA/USDT,2,Weak,16,15m,2,2,CCI_4h=117.4 ROC_4h=5.7
20,XRP/USDT,0,N/A,0,15m,2,0,
1,UNI/USDT,10,🔥 HOT,80,15m,3,10,CCI_5m=148.1 ADX_15m=27.9 CCI_15m=121.3 RSI_1h=88.3 ADX_1h=68.6 ROC_1h=15.1 RSI_4h=89.0 ADX_4h=37.0 CCI_4h=175.6 ROC_4h=32.4
2,LINK/USDT,9,🚀 Pump,72,15m,3,9,CCI_5m=145.8 ADX_15m=26.6 CCI_15m=108.5 RSI_1h=70.9 ADX_1h=49.7 RSI_4h=78.1 ADX_4h=27.5 CCI_4h=156.6 ROC_4h=11.4
3,AAVE/USDT,8,🚀 Pump,64,15m,3,8,CCI_5m=129.2 CCI_15m=161.5 RSI_1h=75.0 ADX_1h=66.9 RSI_4h=77.6 ADX_4h=37.0 CCI_4h=127.6 ROC_4h=21.9
4,AXL/USDT,8,🚀 Pump,64,15m,3,8,ADX_5m=39.4 WilliamsR_15m=-84.3 ADX_1h=45.2 WilliamsR_1h=-85.5 ROC_1h=-5.4 ADX_4h=39.4 CCI_4h=119.3 ROC_4h=57.4
5,ETH/USDT,6,Watch,48,15m,3,6,RSI_1h=72.5 ADX_1h=38.3 RSI_4h=71.9 ADX_4h=29.9 CCI_4h=126.2 ROC_4h=10.4
6,SOL/USDT,6,Watch,48,15m,3,6,ADX_15m=36.2 ADX_1h=27.1 CCI_1h=172.0 ADX_4h=26.8 CCI_4h=155.3 ROC_4h=7.5
7,FDUSD/USDT,6,Watch,48,15m,3,6,ADX_5m=45.3 ADX_15m=44.9 ADX_1h=36.2 CCI_1h=128.5 ADX_4h=27.6 CCI_4h=129.0
8,ENA/USDT,6,Watch,48,15m,3,6,ADX_5m=25.9 ADX_1h=35.6 ROC_1h=5.5 ADX_4h=35.6 CCI_4h=138.1 ROC_4h=13.9
9,AVAX/USDT,6,Watch,48,15m,3,6,CCI_5m=110.7 ADX_1h=25.2 CCI_1h=108.8 ADX_4h=25.4 CCI_4h=122.4 ROC_4h=5.9
10,USDC/USDT,5,Watch,40,15m,3,5,ADX_5m=37.5 ADX_15m=36.9 ADX_1h=36.9 CCI_1h=117.9 CCI_4h=201.4
11,BNB/USDT,5,Watch,40,15m,3,5,CCI_5m=-101.5 WilliamsR_5m=-90.7 ADX_15m=25.5 CCI_1h=165.8 CCI_4h=145.8
12,NEIRO/USDT,5,Watch,40,15m,3,5,ADX_1h=63.6 RSI_4h=75.4 ADX_4h=30.1 CCI_4h=143.0 ROC_4h=23.3
13,BTC/USDT,3,Weak,24,15m,3,3,ADX_1h=29.1 CCI_1h=107.9 ADX_4h=28.9
14,PEPE/USDT,3,Weak,24,15m,3,3,ADX_1h=35.8 ADX_4h=30.7 ROC_4h=9.7
15,SUI/USDT,3,Weak,24,15m,3,3,ADX_1h=29.6 ADX_4h=29.7 ROC_4h=7.4
16,TRX/USDT,3,Weak,24,15m,3,3,ADX_1h=33.4 ADX_4h=44.7 CCI_4h=136.3
17,WIF/USDT,3,Weak,24,15m,3,3,ADX_1h=41.8 ADX_4h=34.6 ROC_4h=13.3
18,DOGE/USDT,2,Weak,16,15m,3,2,CCI_4h=114.6 ROC_4h=5.5
19,ADA/USDT,2,Weak,16,15m,3,2,CCI_4h=118.1 ROC_4h=5.7
20,XRP/USDT,0,N/A,0,15m,3,0,
1,FARTCOIN/USDT,14,🔥 HOT,100,15m,1,14,RSI_5m=75.1 ADX_5m=29.7 CCI_5m=175.7 RSI_15m=70.8 ADX_15m=25.7 CCI_15m=206.9 RSI_1h=70.9 ADX_1h=54.8 CCI_1h=169.4 ROC_1h=6.5 RSI_4h=76.2 ADX_4h=33.2 CCI_4h=134.1 ROC_4h=30.9
2,ARB/USDT,14,🔥 HOT,100,15m,1,14,RSI_5m=80.0 ADX_5m=26.4 CCI_5m=188.3 RSI_15m=76.0 ADX_15m=30.2 CCI_15m=293.4 RSI_1h=83.0 ADX_1h=55.5 CCI_1h=115.6 ROC_1h=12.9 RSI_4h=82.5 ADX_4h=26.9 CCI_4h=195.8 ROC_4h=22.1
3,HUMA/USDT,14,🔥 HOT,100,15m,1,14,ADX_5m=34.8 CCI_5m=-134.0 WilliamsR_5m=-85.7 RSI_15m=26.6 ADX_15m=49.1 CCI_15m=-106.8 WilliamsR_15m=-96.0 CCI_1h=-136.2 WilliamsR_1h=-98.4 ROC_1h=-11.2 ADX_4h=31.4 CCI_4h=-169.8 WilliamsR_4h=-99.0 ROC_4h=-10.5
4,PENGU/USDT,13,🔥 HOT,100,15m,1,13,ADX_5m=53.8 RSI_15m=71.1 ADX_15m=30.4 CCI_15m=103.1 ROC_15m=5.3 RSI_1h=75.4 ADX_1h=47.9 CCI_1h=218.9 ROC_1h=6.4 RSI_4h=74.3 ADX_4h=30.6 CCI_4h=174.4 ROC_4h=23.3
5,UNI/USDT,12,🔥 HOT,96,15m,1,12,ADX_5m=33.5 CCI_5m=134.4 RSI_15m=72.8 ADX_15m=29.8 CCI_15m=193.2 RSI_1h=89.6 ADX_1h=69.3 ROC_1h=16.1 RSI_4h=89.6 ADX_4h=37.1 CCI_4h=183.5 ROC_4h=34.3
6,WAXL/USDT,12,🔥 HOT,96,15m,1,12,ADX_5m=36.0 CCI_5m=-123.0 WilliamsR_5m=-88.7 CCI_15m=-118.4 WilliamsR_15m=-92.4 ROC_15m=-5.5 ADX_1h=40.8 WilliamsR_1h=-97.2 ROC_1h=-11.5 ADX_4h=41.1 CCI_4h=108.7 ROC_4h=55.8
